"CANT. DE PARTICIPANTES","FEMENINO","MASCULINO","DEPARTAMENTO","PROVINCIA","DISTRITO","CENTRO POBLADO","COMUNIDAD CAMPESINA O NATIVA","NOMBRE DEL EVENTO","TRIMESTRE"
"1","0","1","AYACUCHO","HUAMANGA","SOCOS","","-","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","PIURA","HUANCABAMBA","SONDOR","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PIURA","HUANCABAMBA","SONDORILLO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AYACUCHO","SUCRE","SORAS","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","ICA","ICA","SUBTANJALLA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PIURA","SULLANA","SULLANA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","ICA","CHINCHA","SUNAMPE","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","TACNA","TARATA","SUSAPAYA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA","AYABACA","SUYO","","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","TACNA","TACNA","TACNA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","UCAYALI ","ATALAYA ","TAHUANIA ","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA","PIURA","TAMBO GRANDE","","....","ATENCIÓN AL CIUDADANO","IV"
"1","0","1","PIURA","PIURA","TAMBO GRANDE","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","APURIMAC","COTABAMBAS","TAMBOBAMBA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"2","2","0","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","TACNA","TARATA","TARATA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","ICA","ICA","TATE","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","ANCASH","PALLASCA","TAUCA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"2","2","0","ANCASH","PALLASCA","TAUCA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","AREQUIPA","AREQUIPA","TIABAYA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","ICA ","PALPA","TIBILLO","","","REPOSICIÓN Y RECONSTITUCIÒN DE ACTAS REGISTRALES","IV"
"1","1","0","MOQUEGUA","MARISCAL NIETO","TORATA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","CAJAMARCA","CUTERVO ","TORIBIO CASANOVA ","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","HUANUCO ","PUERTO INCA","TOURNAVISTA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","SAN MARTIN","TOCACHE","UCHIZA","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","0","1","AYACUCHO","HUANTA","UCHURACCAY","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","AYACUCHO","HUANTA","UCHURACCAY","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO","MELGAR","UMACHIRI","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","PUNO","MELGAR","UMACHIRI","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","PUNO","MELGAR","UMACHIRI","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","CUSCO","LA CONVENCION","UNION ASHÁNINKA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","CUSCO","URUBAMBA","URUBAMBA","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","LA LIBERTAD","TRUJILLO","VICTOR LARCO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","HUANCAVELICA","HUANCAVELICA","VILCA","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","HUANCAVELICA","HUANCAVELICA","VILCA","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","0","1","CUSCO","LA CONVENCION","VILCABAMBA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","LA LIBERTAD    ","VIRU                          ","VIRU                          ","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","LA LIBERTAD","VIRU","VIRU","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","AYACUCHO","VILCAS HUAMAN","VISCHONGO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO ","SANDIA","YANAHUAYA","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","PUNO","SANDIA","YANAHUAYA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","PUNO","SANDIA","YANAHUAYA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","CUSCO","CANAS","YANAOCA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","CUSCO","CANAS","YANAOCA","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","0","1","AREQUIPA","AREQUIPA","YARABAMBA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","UCAYALI ","CORONEL PORTILLO ","YARINACOCHA ","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","CAJAMARCA","CONTUMAZA","YONAN","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO ","YUNGUYO","YUNGUYO","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","AREQUIPA","AREQUIPA","YURA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","UCAYALI ","ATALAYA ","YURUA ","","","INTEGRAL EN REGISTROS CIVILES","IV"
"3","1","2","HUANUCO ","PUERTO INCA","YUYAPICHIS ","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","TUMBES ","ZARUMILLA ","ZARUMILLA ","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","TUMBES","CARLOS VILLAR"," ZORRITOS","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","CAJAMARCA","CAJAMARCA","","","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","LAMBAYEQUE","CHICLAYO","","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","CAJAMARCA","SAN PABLO ","","","","INTEGRAL EN REGISTROS CIVILES","IV"
